id,protocol,num_bits,bit_error_rate,eve_success_rate_estimate,noise_level,attack_type
1,BB84,4096,0.0913893,0.489746,0.074707,IRA
2,BB84,1024,0.0272342,0.493164,0.0224609,IRA
3,BB84,512,0.088284,0.507812,0.0800781,IRA
4,BB84,4096,0.0608958,0.494385,0.0393066,IRA
5,BB84,128,0.0515864,0.484375,0.0390625,IRA
6,BB84,512,0.0710181,0.498047,0.0625,IRA
7,BB84,256,0.0517709,0.503906,0.0195312,IRA
8,BB84,256,0.0991744,0.527344,0.046875,IRA
9,BB84,64,0.0730864,0.421875,0.078125,IRA
10,BB84,256,0.0170248,0.460938,0.0117188,IRA
11,BB84,2048,0.0229279,0.493164,0.0170898,IRA
12,BB84,128,0.0224146,0.53125,0.015625,IRA
13,BB84,128,0.0901728,0.476562,0.0703125,IRA
14,BB84,256,0.0634012,0.519531,0.0429688,IRA
15,BB84,2048,0.0102299,0.488281,0.00732422,IRA
16,BB84,512,0.0969709,0.513672,0.0566406,IRA
17,BB84,2048,0.0888703,0.499023,0.0673828,IRA
18,BB84,64,0.0649303,0.5625,0,IRA
19,BB84,512,0.03012,0.505859,0.0292969,IRA
20,BB84,4096,0.0939375,0.504883,0.0705566,IRA
21,BB84,128,0.0662778,0.546875,0.0390625,IRA
22,BB84,1024,0.0430866,0.483398,0.0205078,IRA
23,BB84,512,0.0385314,0.498047,0.03125,IRA
24,BB84,1024,0.0932011,0.484375,0.0722656,IRA
25,BB84,64,0.0763502,0.53125,0.015625,IRA
26,BB84,128,0.0412961,0.523438,0.03125,IRA
27,BB84,64,0.077517,0.515625,0.015625,IRA
28,BB84,128,0.0375769,0.554688,0.015625,IRA
29,BB84,4096,0.036112,0.510742,0.0283203,IRA
30,BB84,512,0.0194204,0.484375,0.0195312,IRA
31,BB84,1024,0.0100217,0.484375,0.0078125,IRA
32,BB84,2048,0.0564136,0.509766,0.0424805,IRA
33,BB84,64,0.0474078,0.4375,0.03125,IRA
34,BB84,64,0.0311768,0.4375,0.015625,IRA
35,BB84,64,0.0104094,0.4375,0.015625,IRA
36,BB84,4096,0.0278164,0.504395,0.0229492,IRA
37,BB84,1024,0.0499013,0.473633,0.0292969,IRA
38,BB84,4096,0.0112046,0.503662,0.00952148,IRA
39,BB84,2048,0.0178673,0.500488,0.0175781,IRA
40,BB84,2048,0.0424255,0.507812,0.0307617,IRA
41,BB84,4096,0.0894391,0.497803,0.072998,IRA
42,BB84,2048,0.0523128,0.492676,0.0380859,IRA
43,BB84,128,0.0655738,0.476562,0.046875,IRA
44,BB84,128,0.0949818,0.46875,0.078125,IRA
45,BB84,256,0.0726597,0.523438,0.0742188,IRA
46,BB84,128,0.0178409,0.546875,0,IRA
47,BB84,64,0.0298536,0.5625,0.046875,IRA
48,BB84,2048,0.0700237,0.507812,0.0537109,IRA
49,BB84,4096,0.0165241,0.513428,0.0114746,IRA
50,BB84,4096,0.0657923,0.500732,0.0541992,IRA
51,BB84,2048,0.0349369,0.483398,0.0229492,IRA
52,BB84,4096,0.0620248,0.493652,0.0466309,IRA
53,BB84,256,0.0502192,0.578125,0.0429688,IRA
54,BB84,512,0.0704223,0.505859,0.0585938,IRA
55,BB84,512,0.0162962,0.490234,0.0117188,IRA
56,BB84,64,0.0712504,0.59375,0.015625,IRA
57,BB84,64,0.07219,0.515625,0.046875,IRA
58,BB84,64,0.07957,0.546875,0.078125,IRA
59,BB84,1024,0.0907014,0.492188,0.0761719,IRA
60,BB84,256,0.0893829,0.511719,0.046875,IRA
61,BB84,256,0.0527142,0.488281,0.0273438,IRA
62,BB84,128,0.0364253,0.5,0.015625,IRA
63,BB84,1024,0.0931978,0.506836,0.0634766,IRA
64,BB84,256,0.016708,0.523438,0.0234375,IRA
65,BB84,1024,0.0132517,0.506836,0.00683594,IRA
66,BB84,512,0.0865329,0.480469,0.0703125,IRA
67,BB84,2048,0.0277938,0.49707,0.0224609,IRA
68,BB84,256,0.0226799,0.5,0.0195312,IRA
69,BB84,2048,0.0178431,0.501953,0.0126953,IRA
70,BB84,256,0.0226579,0.425781,0.0195312,IRA
71,BB84,1024,0.0785355,0.475586,0.0585938,IRA
72,BB84,64,0.0681365,0.5,0.0625,IRA
73,BB84,128,0.0770683,0.421875,0.03125,IRA
74,BB84,64,0.0344835,0.5,0,IRA
75,BB84,2048,0.0869194,0.494141,0.0712891,IRA
76,BB84,1024,0.0512407,0.503906,0.0380859,IRA
77,BB84,1024,0.0642624,0.496094,0.0478516,IRA
78,BB84,256,0.0217157,0.519531,0.0117188,IRA
79,BB84,4096,0.0829312,0.490479,0.0632324,IRA
80,BB84,1024,0.0712729,0.494141,0.046875,IRA
81,BB84,64,0.0107182,0.5625,0,IRA
82,BB84,512,0.017848,0.472656,0.015625,IRA
83,BB84,4096,0.0608606,0.513428,0.0449219,IRA
84,BB84,4096,0.084514,0.494873,0.0695801,IRA
85,BB84,2048,0.0922587,0.507812,0.0673828,IRA
86,BB84,512,0.0886504,0.501953,0.0566406,IRA
87,BB84,64,0.0512175,0.546875,0.015625,IRA
88,BB84,2048,0.0445447,0.472168,0.0390625,IRA
89,BB84,4096,0.0416253,0.499268,0.0310059,IRA
90,BB84,128,0.041866,0.523438,0.0234375,IRA
91,BB84,4096,0.0196272,0.501221,0.0146484,IRA
92,BB84,4096,0.0958988,0.517822,0.0727539,IRA
93,BB84,128,0.0992481,0.5625,0.101562,IRA
94,BB84,1024,0.0274692,0.523438,0.0126953,IRA
95,BB84,128,0.0405126,0.460938,0.0390625,IRA
96,BB84,2048,0.0649788,0.499512,0.0498047,IRA
97,BB84,1024,0.0777345,0.479492,0.0644531,IRA
98,BB84,1024,0.079483,0.508789,0.0507812,IRA
99,BB84,2048,0.058676,0.505859,0.0400391,IRA
100,BB84,256,0.0654324,0.511719,0.0507812,IRA
101,BB84,256,0.017492,0.46875,0.00390625,IRA
102,BB84,1024,0.0980807,0.474609,0.0722656,IRA
103,BB84,256,0.0283348,0.449219,0.03125,IRA
104,BB84,512,0.065938,0.464844,0.0449219,IRA
105,BB84,128,0.0971309,0.445312,0.0703125,IRA
106,BB84,512,0.0189284,0.513672,0.0175781,IRA
107,BB84,256,0.0513146,0.480469,0.0195312,IRA
108,BB84,512,0.0637773,0.494141,0.0390625,IRA
109,BB84,256,0.0746511,0.542969,0.0742188,IRA
110,BB84,4096,0.074251,0.505615,0.050293,IRA
111,BB84,64,0.0143036,0.453125,0.03125,IRA
112,BB84,2048,0.0861928,0.492676,0.0620117,IRA
113,BB84,256,0.0588606,0.535156,0.046875,IRA
114,BB84,256,0.0634479,0.464844,0.105469,IRA
115,BB84,1024,0.0960181,0.513672,0.0859375,IRA
116,BB84,128,0.0363151,0.523438,0.0234375,IRA
117,BB84,128,0.0570109,0.53125,0.0703125,IRA
118,BB84,128,0.0474249,0.554688,0.046875,IRA
119,BB84,1024,0.0338336,0.536133,0.0253906,IRA
120,BB84,1024,0.074737,0.470703,0.0644531,IRA
121,BB84,2048,0.0371263,0.504883,0.027832,IRA
122,BB84,512,0.0762137,0.478516,0.0625,IRA
123,BB84,2048,0.0833106,0.495117,0.0615234,IRA
124,BB84,512,0.0600321,0.515625,0.0507812,IRA
125,BB84,4096,0.094788,0.505859,0.0637207,IRA
126,BB84,512,0.0356987,0.486328,0.0214844,IRA
127,BB84,512,0.0592907,0.5,0.0527344,IRA
128,BB84,4096,0.0555296,0.497803,0.0461426,IRA
129,BB84,64,0.0364972,0.46875,0.015625,IRA
130,BB84,128,0.0207783,0.5625,0.0078125,IRA
131,BB84,1024,0.0968786,0.458008,0.0712891,IRA
132,BB84,1024,0.0307159,0.499023,0.0283203,IRA
133,BB84,512,0.0507418,0.507812,0.0351562,IRA
134,BB84,4096,0.0547265,0.503418,0.0427246,IRA
135,BB84,4096,0.0136668,0.496338,0.0119629,IRA
136,BB84,64,0.0762103,0.515625,0.03125,IRA
137,BB84,256,0.03081,0.535156,0.0117188,IRA
138,BB84,1024,0.0583644,0.507812,0.0605469,IRA
139,BB84,256,0.0258697,0.457031,0.00390625,IRA
140,BB84,1024,0.0891809,0.491211,0.0791016,IRA
141,BB84,1024,0.0226384,0.518555,0.0136719,IRA
142,BB84,256,0.0890363,0.574219,0.0820312,IRA
143,BB84,64,0.0533641,0.59375,0.03125,IRA
144,BB84,512,0.0953713,0.558594,0.0585938,IRA
145,BB84,4096,0.0285877,0.498291,0.0214844,IRA
146,BB84,2048,0.0646529,0.503906,0.0419922,IRA
147,BB84,2048,0.0575151,0.509277,0.0478516,IRA
148,BB84,512,0.0765426,0.5,0.0488281,IRA
149,BB84,4096,0.0492348,0.505127,0.0356445,IRA
150,BB84,64,0.0883278,0.375,0.078125,IRA
151,BB84,4096,0.075584,0.499512,0.0583496,IRA
152,BB84,256,0.0420759,0.539062,0.0273438,IRA
153,BB84,2048,0.0766823,0.519043,0.0576172,IRA
154,BB84,1024,0.0589656,0.511719,0.0449219,IRA
